Count of elements - 10000
Car:   fuel tank capacity: 356; fuel consumption: 25; max speed: 293; max distance: 14
Car:   fuel tank capacity: 959; fuel consumption: 437; max speed: 704; max distance: 2
Truck: fuel tank capacity: 707; fuel consumption: 247; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 965; fuel consumption: 343; max passengers: 765; max distance: 2
Bus:   fuel tank capacity: 719; fuel consumption: 306; max passengers: 285; max distance: 2
Car:   fuel tank capacity: 930; fuel consumption: 365; max speed: 93; max distance: 2
Truck: fuel tank capacity: 479; fuel consumption: 233; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 736; fuel consumption: 260; max speed: 314; max distance: 2
Truck: fuel tank capacity: 674; fuel consumption: 228; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 645; fuel consumption: 235; max speed: 135; max distance: 2
Truck: fuel tank capacity: 892; fuel consumption: 378; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 908; fuel consumption: 398; max speed: 335; max distance: 2
Car:   fuel tank capacity: 955; fuel consumption: 335; max speed: 848; max distance: 2
Truck: fuel tank capacity: 964; fuel consumption: 353; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 329; fuel consumption: 147; max passengers: 473; max distance: 2
Bus:   fuel tank capacity: 961; fuel consumption: 375; max passengers: 957; max distance: 2
Truck: fuel tank capacity: 996; fuel consumption: 375; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 913; fuel consumption: 430; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 903; fuel consumption: 410; max speed: 24; max distance: 2
Truck: fuel tank capacity: 437; fuel consumption: 189; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 579; fuel consumption: 276; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 154; fuel consumption: 64; max passengers: 341; max distance: 2
Car:   fuel tank capacity: 394; fuel consumption: 192; max speed: 906; max distance: 2
Bus:   fuel tank capacity: 442; fuel consumption: 149; max passengers: 257; max distance: 2
Car:   fuel tank capacity: 596; fuel consumption: 236; max speed: 320; max distance: 2
Bus:   fuel tank capacity: 573; fuel consumption: 232; max passengers: 470; max distance: 2
Bus:   fuel tank capacity: 779; fuel consumption: 367; max passengers: 597; max distance: 2
Car:   fuel tank capacity: 363; fuel consumption: 128; max speed: 291; max distance: 2
Bus:   fuel tank capacity: 930; fuel consumption: 326; max passengers: 751; max distance: 2
Truck: fuel tank capacity: 925; fuel consumption: 373; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 784; fuel consumption: 379; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 305; fuel consumption: 109; max speed: 255; max distance: 2
Truck: fuel tank capacity: 386; fuel consumption: 131; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 374; fuel consumption: 125; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 904; fuel consumption: 396; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 746; fuel consumption: 300; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 939; fuel consumption: 326; max speed: 421; max distance: 2
Car:   fuel tank capacity: 358; fuel consumption: 127; max speed: 170; max distance: 2
Car:   fuel tank capacity: 253; fuel consumption: 111; max speed: 138; max distance: 2
Car:   fuel tank capacity: 959; fuel consumption: 376; max speed: 756; max distance: 2
Bus:   fuel tank capacity: 845; fuel consumption: 358; max passengers: 805; max distance: 2
Car:   fuel tank capacity: 882; fuel consumption: 371; max speed: 25; max distance: 2
Bus:   fuel tank capacity: 557; fuel consumption: 187; max passengers: 621; max distance: 2
Bus:   fuel tank capacity: 984; fuel consumption: 387; max passengers: 699; max distance: 2
Truck: fuel tank capacity: 410; fuel consumption: 173; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 832; fuel consumption: 358; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 445; fuel consumption: 160; max passengers: 229; max distance: 2
Car:   fuel tank capacity: 932; fuel consumption: 341; max speed: 970; max distance: 2
Truck: fuel tank capacity: 768; fuel consumption: 288; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 855; fuel consumption: 417; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 847; fuel consumption: 395; max passengers: 558; max distance: 2
Truck: fuel tank capacity: 791; fuel consumption: 270; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 526; fuel consumption: 260; max passengers: 503; max distance: 2
Truck: fuel tank capacity: 514; fuel consumption: 209; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 781; fuel consumption: 335; max speed: 678; max distance: 2
Bus:   fuel tank capacity: 894; fuel consumption: 345; max passengers: 178; max distance: 2
Car:   fuel tank capacity: 758; fuel consumption: 378; max speed: 686; max distance: 2
Car:   fuel tank capacity: 652; fuel consumption: 262; max speed: 207; max distance: 2
Bus:   fuel tank capacity: 364; fuel consumption: 180; max passengers: 285; max distance: 2
Bus:   fuel tank capacity: 383; fuel consumption: 188; max passengers: 860; max distance: 2
Car:   fuel tank capacity: 906; fuel consumption: 340; max speed: 602; max distance: 2
Car:   fuel tank capacity: 836; fuel consumption: 377; max speed: 527; max distance: 2
Truck: fuel tank capacity: 965; fuel consumption: 444; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 383; fuel consumption: 190; max speed: 398; max distance: 2
Bus:   fuel tank capacity: 420; fuel consumption: 184; max passengers: 608; max distance: 2
Car:   fuel tank capacity: 383; fuel consumption: 143; max speed: 822; max distance: 2
Car:   fuel tank capacity: 959; fuel consumption: 385; max speed: 280; max distance: 2
Bus:   fuel tank capacity: 313; fuel consumption: 112; max passengers: 396; max distance: 2
Bus:   fuel tank capacity: 436; fuel consumption: 157; max passengers: 473; max distance: 2
Car:   fuel tank capacity: 354; fuel consumption: 123; max speed: 513; max distance: 2
Bus:   fuel tank capacity: 745; fuel consumption: 301; max passengers: 136; max distance: 2
Car:   fuel tank capacity: 935; fuel consumption: 320; max speed: 491; max distance: 2
Car:   fuel tank capacity: 442; fuel consumption: 180; max speed: 376; max distance: 2
Car:   fuel tank capacity: 639; fuel consumption: 238; max speed: 744; max distance: 2
Bus:   fuel tank capacity: 412; fuel consumption: 194; max passengers: 885; max distance: 2
Car:   fuel tank capacity: 950; fuel consumption: 367; max speed: 146; max distance: 2
Truck: fuel tank capacity: 233; fuel consumption: 92; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 49; fuel consumption: 17; max passengers: 198; max distance: 2
Car:   fuel tank capacity: 791; fuel consumption: 292; max speed: 221; max distance: 2
Truck: fuel tank capacity: 914; fuel consumption: 394; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 577; fuel consumption: 287; max passengers: 682; max distance: 2
Car:   fuel tank capacity: 963; fuel consumption: 444; max speed: 133; max distance: 2
Bus:   fuel tank capacity: 937; fuel consumption: 434; max passengers: 510; max distance: 2
Bus:   fuel tank capacity: 295; fuel consumption: 137; max passengers: 166; max distance: 2
Car:   fuel tank capacity: 576; fuel consumption: 284; max speed: 891; max distance: 2
Bus:   fuel tank capacity: 790; fuel consumption: 393; max passengers: 538; max distance: 2
Bus:   fuel tank capacity: 493; fuel consumption: 224; max passengers: 163; max distance: 2
Truck: fuel tank capacity: 247; fuel consumption: 83; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 921; fuel consumption: 383; max speed: 196; max distance: 2
Truck: fuel tank capacity: 300; fuel consumption: 105; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 43; fuel consumption: 21; max passengers: 196; max distance: 2
Car:   fuel tank capacity: 765; fuel consumption: 290; max speed: 733; max distance: 2
Bus:   fuel tank capacity: 82; fuel consumption: 29; max passengers: 835; max distance: 2
Bus:   fuel tank capacity: 896; fuel consumption: 302; max passengers: 11; max distance: 2
Bus:   fuel tank capacity: 765; fuel consumption: 277; max passengers: 494; max distance: 2
Bus:   fuel tank capacity: 204; fuel consumption: 91; max passengers: 892; max distance: 2
Truck: fuel tank capacity: 241; fuel consumption: 92; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 997; fuel consumption: 361; max speed: 260; max distance: 2
Car:   fuel tank capacity: 728; fuel consumption: 267; max speed: 733; max distance: 2
Bus:   fuel tank capacity: 572; fuel consumption: 191; max passengers: 856; max distance: 2
Car:   fuel tank capacity: 656; fuel consumption: 287; max speed: 780; max distance: 2
Bus:   fuel tank capacity: 841; fuel consumption: 305; max passengers: 631; max distance: 2
Car:   fuel tank capacity: 950; fuel consumption: 327; max speed: 820; max distance: 2
Truck: fuel tank capacity: 908; fuel consumption: 382; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 631; fuel consumption: 306; max speed: 223; max distance: 2
Car:   fuel tank capacity: 965; fuel consumption: 374; max speed: 649; max distance: 2
Truck: fuel tank capacity: 601; fuel consumption: 284; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 801; fuel consumption: 292; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 406; fuel consumption: 186; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 394; fuel consumption: 172; max speed: 842; max distance: 2
Car:   fuel tank capacity: 389; fuel consumption: 187; max speed: 55; max distance: 2
Truck: fuel tank capacity: 801; fuel consumption: 329; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 541; fuel consumption: 192; max passengers: 687; max distance: 2
Truck: fuel tank capacity: 903; fuel consumption: 416; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 821; fuel consumption: 326; max passengers: 3; max distance: 2
Bus:   fuel tank capacity: 825; fuel consumption: 349; max passengers: 845; max distance: 2
Car:   fuel tank capacity: 942; fuel consumption: 372; max speed: 364; max distance: 2
Truck: fuel tank capacity: 887; fuel consumption: 443; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 792; fuel consumption: 303; max passengers: 930; max distance: 2
Car:   fuel tank capacity: 973; fuel consumption: 422; max speed: 765; max distance: 2
Bus:   fuel tank capacity: 213; fuel consumption: 89; max passengers: 299; max distance: 2
Bus:   fuel tank capacity: 421; fuel consumption: 204; max passengers: 910; max distance: 2
Bus:   fuel tank capacity: 369; fuel consumption: 135; max passengers: 196; max distance: 2
Car:   fuel tank capacity: 414; fuel consumption: 207; max speed: 401; max distance: 2
Truck: fuel tank capacity: 996; fuel consumption: 478; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 464; fuel consumption: 205; max speed: 212; max distance: 2
Bus:   fuel tank capacity: 900; fuel consumption: 448; max passengers: 843; max distance: 2
Truck: fuel tank capacity: 766; fuel consumption: 374; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 874; fuel consumption: 334; max passengers: 562; max distance: 2
Bus:   fuel tank capacity: 834; fuel consumption: 392; max passengers: 515; max distance: 2
Bus:   fuel tank capacity: 425; fuel consumption: 196; max passengers: 805; max distance: 2
Truck: fuel tank capacity: 932; fuel consumption: 434; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 594; fuel consumption: 253; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 811; fuel consumption: 310; max speed: 872; max distance: 2
Truck: fuel tank capacity: 668; fuel consumption: 245; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 963; fuel consumption: 476; max passengers: 180; max distance: 2
Bus:   fuel tank capacity: 653; fuel consumption: 283; max passengers: 217; max distance: 2
Truck: fuel tank capacity: 487; fuel consumption: 203; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 706; fuel consumption: 305; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 980; fuel consumption: 340; max passengers: 414; max distance: 2
Bus:   fuel tank capacity: 835; fuel consumption: 287; max passengers: 52; max distance: 2
Bus:   fuel tank capacity: 433; fuel consumption: 165; max passengers: 490; max distance: 2
Truck: fuel tank capacity: 752; fuel consumption: 367; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 788; fuel consumption: 336; max passengers: 572; max distance: 2
Bus:   fuel tank capacity: 981; fuel consumption: 400; max passengers: 697; max distance: 2
Car:   fuel tank capacity: 815; fuel consumption: 390; max speed: 97; max distance: 2
Truck: fuel tank capacity: 384; fuel consumption: 178; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 714; fuel consumption: 339; max passengers: 223; max distance: 2
Truck: fuel tank capacity: 260; fuel consumption: 98; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 934; fuel consumption: 326; max speed: 687; max distance: 2
Car:   fuel tank capacity: 569; fuel consumption: 263; max speed: 247; max distance: 2
Bus:   fuel tank capacity: 205; fuel consumption: 95; max passengers: 199; max distance: 2
Bus:   fuel tank capacity: 550; fuel consumption: 237; max passengers: 826; max distance: 2
Truck: fuel tank capacity: 882; fuel consumption: 335; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 762; fuel consumption: 333; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 646; fuel consumption: 320; max passengers: 601; max distance: 2
Bus:   fuel tank capacity: 497; fuel consumption: 208; max passengers: 353; max distance: 2
Car:   fuel tank capacity: 900; fuel consumption: 432; max speed: 962; max distance: 2
Car:   fuel tank capacity: 598; fuel consumption: 216; max speed: 36; max distance: 2
Car:   fuel tank capacity: 743; fuel consumption: 312; max speed: 789; max distance: 2
Bus:   fuel tank capacity: 732; fuel consumption: 344; max passengers: 70; max distance: 2
Bus:   fuel tank capacity: 167; fuel consumption: 72; max passengers: 727; max distance: 2
Car:   fuel tank capacity: 836; fuel consumption: 343; max speed: 305; max distance: 2
Car:   fuel tank capacity: 961; fuel consumption: 446; max speed: 240; max distance: 2
Bus:   fuel tank capacity: 807; fuel consumption: 328; max passengers: 99; max distance: 2
Car:   fuel tank capacity: 617; fuel consumption: 264; max speed: 367; max distance: 2
Truck: fuel tank capacity: 919; fuel consumption: 408; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 384; fuel consumption: 153; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 387; fuel consumption: 141; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 647; fuel consumption: 255; max passengers: 833; max distance: 2
Bus:   fuel tank capacity: 324; fuel consumption: 140; max passengers: 655; max distance: 2
Truck: fuel tank capacity: 874; fuel consumption: 349; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 848; fuel consumption: 396; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 720; fuel consumption: 257; max passengers: 412; max distance: 2
Truck: fuel tank capacity: 934; fuel consumption: 360; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 794; fuel consumption: 280; max speed: 556; max distance: 2
Car:   fuel tank capacity: 961; fuel consumption: 375; max speed: 862; max distance: 2
Bus:   fuel tank capacity: 982; fuel consumption: 473; max passengers: 496; max distance: 2
Truck: fuel tank capacity: 430; fuel consumption: 177; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 831; fuel consumption: 284; max speed: 415; max distance: 2
Bus:   fuel tank capacity: 927; fuel consumption: 447; max passengers: 436; max distance: 2
Truck: fuel tank capacity: 960; fuel consumption: 425; lifting capacity: 0; max distance: 2
Bus:   fuel tank capacity: 470; fuel consumption: 208; max passengers: 548; max distance: 2
Truck: fuel tank capacity: 803; fuel consumption: 394; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 202; fuel consumption: 81; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 698; fuel consumption: 287; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 138; fuel consumption: 69; max speed: 24; max distance: 2
Car:   fuel tank capacity: 686; fuel consumption: 264; max speed: 336; max distance: 2
Car:   fuel tank capacity: 811; fuel consumption: 316; max speed: 404; max distance: 2
Car:   fuel tank capacity: 740; fuel consumption: 292; max speed: 103; max distance: 2
Car:   fuel tank capacity: 879; fuel consumption: 351; max speed: 532; max distance: 2
Truck: fuel tank capacity: 794; fuel consumption: 271; lifting capacity: 0; max distance: 2
Truck: fuel tank capacity: 763; fuel consumption: 302; lifting capacity: 0; max distance: 2
Car:   fuel tank capacity: 586; fuel consumption: 292; max speed: 541; max distance: 2
Car:   fuel tank capacity: 555; fuel consumption: 227; max speed: 932; max distance: 2
Bus:   fuel tank capacity: 609; fuel consumption: 227; max passengers: 127; max distance: 2
Bus:   fuel tank capacity: 405; fuel consumption: 129; max passengers: 646; max distance: 3
Bus:   fuel tank capacity: 812; fuel consumption: 221; max passengers: 472; max distance: 3
Car:   fuel tank capacity: 689; fuel consumption: 191; max speed: 241; max distance: 3
Truck: fuel tank capacity: 738; fuel consumption: 227; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 516; fuel consumption: 132; max passengers: 481; max distance: 3
Truck: fuel tank capacity: 993; fuel consumption: 261; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 976; fuel consumption: 283; max passengers: 800; max distance: 3
Truck: fuel tank capacity: 440; fuel consumption: 123; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 783; fuel consumption: 201; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 579; fuel consumption: 163; max passengers: 305; max distance: 3
Bus:   fuel tank capacity: 929; fuel consumption: 235; max passengers: 225; max distance: 3
Truck: fuel tank capacity: 642; fuel consumption: 192; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 382; fuel consumption: 125; max speed: 758; max distance: 3
Bus:   fuel tank capacity: 226; fuel consumption: 70; max passengers: 147; max distance: 3
Truck: fuel tank capacity: 970; fuel consumption: 250; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 943; fuel consumption: 285; max passengers: 247; max distance: 3
Truck: fuel tank capacity: 940; fuel consumption: 258; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 459; fuel consumption: 151; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 887; fuel consumption: 248; max speed: 251; max distance: 3
Bus:   fuel tank capacity: 818; fuel consumption: 206; max passengers: 289; max distance: 3
Bus:   fuel tank capacity: 846; fuel consumption: 256; max passengers: 690; max distance: 3
Truck: fuel tank capacity: 222; fuel consumption: 59; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 941; fuel consumption: 290; max speed: 149; max distance: 3
Bus:   fuel tank capacity: 519; fuel consumption: 149; max passengers: 201; max distance: 3
Car:   fuel tank capacity: 702; fuel consumption: 187; max speed: 804; max distance: 3
Bus:   fuel tank capacity: 83; fuel consumption: 27; max passengers: 835; max distance: 3
Bus:   fuel tank capacity: 358; fuel consumption: 106; max passengers: 766; max distance: 3
Truck: fuel tank capacity: 302; fuel consumption: 97; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 351; fuel consumption: 95; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 685; fuel consumption: 175; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 837; fuel consumption: 248; max speed: 484; max distance: 3
Bus:   fuel tank capacity: 986; fuel consumption: 269; max passengers: 927; max distance: 3
Car:   fuel tank capacity: 479; fuel consumption: 123; max speed: 412; max distance: 3
Bus:   fuel tank capacity: 831; fuel consumption: 222; max passengers: 346; max distance: 3
Car:   fuel tank capacity: 686; fuel consumption: 224; max speed: 435; max distance: 3
Car:   fuel tank capacity: 581; fuel consumption: 153; max speed: 112; max distance: 3
Bus:   fuel tank capacity: 419; fuel consumption: 121; max passengers: 94; max distance: 3
Truck: fuel tank capacity: 851; fuel consumption: 249; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 643; fuel consumption: 193; max passengers: 347; max distance: 3
Truck: fuel tank capacity: 200; fuel consumption: 54; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 866; fuel consumption: 269; max passengers: 352; max distance: 3
Bus:   fuel tank capacity: 357; fuel consumption: 117; max passengers: 883; max distance: 3
Bus:   fuel tank capacity: 838; fuel consumption: 279; max passengers: 272; max distance: 3
Bus:   fuel tank capacity: 550; fuel consumption: 178; max passengers: 893; max distance: 3
Car:   fuel tank capacity: 794; fuel consumption: 255; max speed: 35; max distance: 3
Bus:   fuel tank capacity: 653; fuel consumption: 172; max passengers: 131; max distance: 3
Car:   fuel tank capacity: 816; fuel consumption: 254; max speed: 259; max distance: 3
Bus:   fuel tank capacity: 790; fuel consumption: 203; max passengers: 405; max distance: 3
Bus:   fuel tank capacity: 463; fuel consumption: 150; max passengers: 338; max distance: 3
Bus:   fuel tank capacity: 984; fuel consumption: 282; max passengers: 73; max distance: 3
Truck: fuel tank capacity: 756; fuel consumption: 222; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 475; fuel consumption: 152; max passengers: 109; max distance: 3
Truck: fuel tank capacity: 288; fuel consumption: 95; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 657; fuel consumption: 196; max passengers: 655; max distance: 3
Truck: fuel tank capacity: 343; fuel consumption: 110; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 234; fuel consumption: 66; max passengers: 64; max distance: 3
Bus:   fuel tank capacity: 719; fuel consumption: 223; max passengers: 942; max distance: 3
Bus:   fuel tank capacity: 289; fuel consumption: 90; max passengers: 516; max distance: 3
Truck: fuel tank capacity: 759; fuel consumption: 242; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 437; fuel consumption: 136; max speed: 348; max distance: 3
Bus:   fuel tank capacity: 304; fuel consumption: 100; max passengers: 201; max distance: 3
Car:   fuel tank capacity: 574; fuel consumption: 166; max speed: 318; max distance: 3
Bus:   fuel tank capacity: 952; fuel consumption: 312; max passengers: 274; max distance: 3
Car:   fuel tank capacity: 616; fuel consumption: 189; max speed: 794; max distance: 3
Car:   fuel tank capacity: 663; fuel consumption: 206; max speed: 692; max distance: 3
Car:   fuel tank capacity: 656; fuel consumption: 170; max speed: 791; max distance: 3
Truck: fuel tank capacity: 830; fuel consumption: 224; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 826; fuel consumption: 262; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 763; fuel consumption: 206; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 995; fuel consumption: 288; max passengers: 258; max distance: 3
Truck: fuel tank capacity: 950; fuel consumption: 304; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 442; fuel consumption: 113; max speed: 842; max distance: 3
Bus:   fuel tank capacity: 788; fuel consumption: 224; max passengers: 125; max distance: 3
Truck: fuel tank capacity: 859; fuel consumption: 279; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 656; fuel consumption: 206; max passengers: 826; max distance: 3
Car:   fuel tank capacity: 576; fuel consumption: 183; max speed: 869; max distance: 3
Bus:   fuel tank capacity: 940; fuel consumption: 270; max passengers: 970; max distance: 3
Car:   fuel tank capacity: 879; fuel consumption: 242; max speed: 854; max distance: 3
Bus:   fuel tank capacity: 951; fuel consumption: 317; max passengers: 945; max distance: 3
Bus:   fuel tank capacity: 401; fuel consumption: 119; max passengers: 422; max distance: 3
Car:   fuel tank capacity: 860; fuel consumption: 253; max speed: 444; max distance: 3
Bus:   fuel tank capacity: 654; fuel consumption: 201; max passengers: 247; max distance: 3
Car:   fuel tank capacity: 89; fuel consumption: 29; max speed: 653; max distance: 3
Truck: fuel tank capacity: 860; fuel consumption: 253; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 518; fuel consumption: 136; max passengers: 721; max distance: 3
Bus:   fuel tank capacity: 524; fuel consumption: 157; max passengers: 559; max distance: 3
Truck: fuel tank capacity: 971; fuel consumption: 261; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 909; fuel consumption: 264; max passengers: 903; max distance: 3
Truck: fuel tank capacity: 818; fuel consumption: 242; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 802; fuel consumption: 205; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 244; fuel consumption: 62; max passengers: 786; max distance: 3
Bus:   fuel tank capacity: 221; fuel consumption: 60; max passengers: 579; max distance: 3
Bus:   fuel tank capacity: 364; fuel consumption: 118; max passengers: 385; max distance: 3
Truck: fuel tank capacity: 787; fuel consumption: 236; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 906; fuel consumption: 227; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 407; fuel consumption: 123; max speed: 45; max distance: 3
Bus:   fuel tank capacity: 230; fuel consumption: 70; max passengers: 820; max distance: 3
Bus:   fuel tank capacity: 945; fuel consumption: 255; max passengers: 918; max distance: 3
Car:   fuel tank capacity: 944; fuel consumption: 296; max speed: 838; max distance: 3
Truck: fuel tank capacity: 807; fuel consumption: 258; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 758; fuel consumption: 211; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 92; fuel consumption: 29; max speed: 114; max distance: 3
Bus:   fuel tank capacity: 911; fuel consumption: 303; max passengers: 509; max distance: 3
Car:   fuel tank capacity: 414; fuel consumption: 115; max speed: 433; max distance: 3
Bus:   fuel tank capacity: 479; fuel consumption: 144; max passengers: 25; max distance: 3
Truck: fuel tank capacity: 140; fuel consumption: 43; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 320; fuel consumption: 105; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 263; fuel consumption: 67; max passengers: 124; max distance: 3
Car:   fuel tank capacity: 756; fuel consumption: 206; max speed: 849; max distance: 3
Bus:   fuel tank capacity: 369; fuel consumption: 110; max passengers: 896; max distance: 3
Bus:   fuel tank capacity: 870; fuel consumption: 231; max passengers: 857; max distance: 3
Car:   fuel tank capacity: 258; fuel consumption: 69; max speed: 127; max distance: 3
Bus:   fuel tank capacity: 54; fuel consumption: 14; max passengers: 666; max distance: 3
Car:   fuel tank capacity: 759; fuel consumption: 232; max speed: 55; max distance: 3
Car:   fuel tank capacity: 96; fuel consumption: 28; max speed: 270; max distance: 3
Truck: fuel tank capacity: 734; fuel consumption: 239; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 633; fuel consumption: 208; max speed: 27; max distance: 3
Truck: fuel tank capacity: 284; fuel consumption: 81; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 984; fuel consumption: 326; max passengers: 564; max distance: 3
Bus:   fuel tank capacity: 780; fuel consumption: 200; max passengers: 21; max distance: 3
Truck: fuel tank capacity: 740; fuel consumption: 188; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 447; fuel consumption: 114; max passengers: 883; max distance: 3
Car:   fuel tank capacity: 795; fuel consumption: 241; max speed: 10; max distance: 3
Truck: fuel tank capacity: 979; fuel consumption: 321; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 968; fuel consumption: 271; max passengers: 944; max distance: 3
Bus:   fuel tank capacity: 850; fuel consumption: 272; max passengers: 848; max distance: 3
Car:   fuel tank capacity: 706; fuel consumption: 213; max speed: 128; max distance: 3
Truck: fuel tank capacity: 223; fuel consumption: 71; lifting capacity: 0; max distance: 3
Bus:   fuel tank capacity: 263; fuel consumption: 66; max passengers: 425; max distance: 3
Car:   fuel tank capacity: 460; fuel consumption: 133; max speed: 807; max distance: 3
Car:   fuel tank capacity: 446; fuel consumption: 130; max speed: 979; max distance: 3
Truck: fuel tank capacity: 656; fuel consumption: 186; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 737; fuel consumption: 187; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 920; fuel consumption: 237; max speed: 516; max distance: 3
Bus:   fuel tank capacity: 822; fuel consumption: 213; max passengers: 752; max distance: 3
Truck: fuel tank capacity: 698; fuel consumption: 220; lifting capacity: 0; max distance: 3
Car:   fuel tank capacity: 716; fuel consumption: 224; max speed: 133; max distance: 3
Truck: fuel tank capacity: 399; fuel consumption: 111; lifting capacity: 0; max distance: 3
Truck: fuel tank capacity: 341; fuel consumption: 87; lifting capacity: 0; max distance: 3
